tpep_pickup_datetime,revenue,total_distance,total_duration_minutes,total_passengers,total_tips,total_fare_revenue,total_trips,duration_p50,speed_p50,avg_trip_price,avg_distance,avg_duration_minutes,avg_tip,avg_speed_mph,avg_tip_pct,revenue_index_100,trips_index_100,revenue_index_dow
2022-06-28,3303633.52,538617.08,2401084.8666666667,218396.0,416679.52,2251675.86,152034,12.35,10.307262569832401,21.729570490811266,3.5427409658365887,15.79307830266037,2.7406995803570253,13.459343003091963,18.505306531997906,181.43319323167253,175.0938615685823,96.2591470920972
2022-06-29,3342854.88,549600.3,2497245.066666667,224278.0,429042.04,2262181.26,156242,41.983333333333334,10.202247191011235,21.395366674773747,3.517622022247539,15.983186765829078,2.7460096516941666,13.204958712368798,18.965855989806936,183.58720230822684,179.94011286421744,93.93965866716486
2022-06-30,3365491.88,558941.1599999999,2523626.7666666666,222926.0,431412.81999999995,2287548.94,153648,44.61666666666667,10.285714285714286,21.90390945537853,3.6378030303030298,16.42472903432955,2.8077997761116316,13.28899742345682,18.85917334734705,184.830410179294,176.95266612921802,91.64391386462503
2022-07-01,2958127.4,513182.44,2090365.0333333332,202228.0,363015.6,2021985.18,136316,41.85,11.063414634146342,21.700514979899644,3.7646530121189,15.334700499819046,2.6630446902784706,14.729937551098534,17.953425355966257,162.45824390597207,156.9918231026143,82.69288380265766
2022-07-02,2481926.78,450425.76,1613216.3,188840.0,297735.16,1719094.84,119814,10.883333333333333,12.265486725663717,20.714831154956848,3.7593750312985126,13.464338891949188,2.4849780493097633,16.752586494445907,17.319298102250134,136.30564599144844,137.98687089715537,76.6857343576201
2022-07-03,2212339.64,418448.4,1402079.1,161334.0,260684.54,1547269.44,102460,10.75,13.28755364806867,21.592227601015033,4.084017177435097,13.68416064805778,2.544256685535819,17.906909816999626,16.84803779230591,121.50011282068868,118.00069100541289,75.14890031167279
2022-07-04,2003461.08,389253.04,1254601.6333333333,136146.0,240980.62,1402525.76,86982,11.0,13.344195519348268,23.03305373525557,4.475098756064473,14.423692641389406,2.7704653836425925,18.61561612824299,17.181903311351657,110.02865150120384,100.17505470459518,65.33681887377053
2022-07-05,2777586.66,496925.84,1872509.0666666667,189224.0,338230.12,1892989.42,128202,11.25,11.365430149960536,21.665704591192025,3.8761161292335533,14.605927104621353,2.6382593095271525,15.92278025818905,17.867512434380114,152.54307542002903,147.64712656915813,80.93153228024728
2022-07-06,2960947.62,500827.34,2105805.566666667,210858.0,366532.4,2003428.16,142616,11.733333333333333,10.6251213592233,20.761679054243565,3.511719161945364,14.765563237411419,2.5700650698378866,14.26990263282775,18.29526045995081,162.61312837397318,164.2473799378095,83.20744355918741
2022-07-07,3086265.72,516775.58,2225262.0,215972.0,384771.18,2089549.34,147374,11.966666666666667,10.477821011673152,20.941724591854737,3.506558687421119,15.099420521937384,2.6108484535942567,13.933880504857408,18.414074874154444,169.49550891499823,169.72705286191407,84.04045527128861
2022-07-08,2985550.42,506852.78,2143191.8333333335,208986.0,371347.48,2024277.44,140714,39.96666666666667,10.636971046770602,21.217152664269367,3.602006765495971,15.230835832492385,2.639022982787782,14.189661572525278,18.344692909288167,163.96429657692815,162.05689277899344,83.4594797938844
2022-07-09,2635540.6,471787.66,1771522.2,193734.0,326897.68,1820263.2,127266,11.25,12.207612456747405,20.70891361400531,3.707098989518017,13.91983876290604,2.5686175412128924,15.97906004226196,17.9588138682362,144.74200726408606,146.569158125072,81.43204222177849
2022-07-10,2597684.32,489991.24,1708450.0666666667,176280.0,325789.7,1809025.18,114340,41.416666666666664,12.853940930350827,22.71894630050726,4.28538779079937,14.94184070899656,2.849306454434144,17.208272558624383,18.009130199061133,142.6629674060959,131.68259818035241,88.23831407951245
2022-07-11,2893749.54,512826.34,1973917.7,191422.0,362553.26,1965683.56,132072,39.75,11.21813031161473,21.910393876067598,3.882930068447514,14.945769731661517,2.745118268823066,15.588076645748707,18.44413146539212,158.9226578179542,152.1041114822066,94.3708821940463
2022-07-12,3272601.7600000002,535878.76,2364706.8666666667,223524.0,420664.84,2205910.8,154834,38.3,10.18867924528302,21.136195925959417,3.4609889300799566,15.272529720001206,2.716876396657065,13.596918101448683,19.069893487986914,179.72895113753165,178.31855349533572,95.35496364309084
2022-07-13,3449291.7600000002,563569.76,2549341.566666667,231078.0,445615.1,2329729.32,160806,12.483333333333333,10.146496815286623,21.450019029140705,3.504656293919381,15.853522671210445,2.7711347835279776,13.26388979889147,19.127333642347775,189.43263973314325,185.19636070482554,96.9307080951909
2022-07-14,3483187.6,571876.9,2611194.4,233814.0,447101.72,2360776.5,161170,12.583333333333334,9.991836734693878,21.611885586647638,3.548283799714587,16.201491592728175,2.774100142706459,13.140581949777468,18.93875680311118,191.29417505515738,185.6155706553035,94.84882322423849
2022-07-15,3282560.88,561085.76,2355538.466666667,222060.0,414551.94,2228814.78,150456,41.166666666666664,10.687995456056822,21.81741426064763,3.729234859360876,15.655995551301821,2.755303477428617,14.291910778107438,18.599658604202187,180.27589889442973,173.27651733271912,91.76224980201653
2022-07-16,3045741.44,528702.24,2150297.6,223886.0,383247.8,2103330.34,144760,37.384166666666715,11.328335664335665,21.039938104448744,3.6522674772036474,14.85422492401216,2.647470295661785,14.752439104243058,18.220998989630893,167.26994440268078,166.71657261315212,94.10628906217586
