tpep_pickup_datetime,revenue,total_distance,total_duration_minutes,total_passengers,total_tips,total_fare_revenue,total_trips,duration_p50,duration_p95,speed_p50,avg_trip_price,avg_distance,avg_duration_minutes,avg_tip,avg_speed_mph,avg_tip_pct,revenue_index_100,trips_index_100
2022-10-02,11924901.07,2004884.5,8702619.399999999,778771.0,1528122.1300000001,8141688.99,539934,12.85,41.96666666666667,9.983193277310924,22.08584951123656,3.7132029099852946,16.117931821296676,2.8302017098386103,13.822627931999419,18.769104689173346,644.9730443381568,642.7020592786573
2022-10-09,11936998.12,1969019.5,9062622.766666668,776830.0,1538396.9,8156868.76,537587,12.966666666666667,44.03333333333333,9.89010989010989,22.204774520217192,3.6626992468195847,16.85796488134324,2.8616705761114014,13.036090438910946,18.860140395344548,645.6273282705945,639.9083442447328
2022-10-16,12690801.0,2127015.62,9451199.533333333,809972.0,1650977.3,8692234.14,560574,13.2,42.93333333333333,10.17100371747212,22.638939729634266,3.7943529667804787,16.859860666626233,2.9451549661596865,13.503147060846098,18.993704879652494,686.3976906820347,667.2705630282109
2022-10-23,13077234.96,2169746.57,9779099.483333332,832938.0,1708423.79,8916414.08,581241,13.15,43.4,10.009478672985782,22.49881711716827,3.7329551253266713,16.824517684288157,2.9392692359967727,13.312554435290888,19.160435738758334,707.2984500387621,691.8712058088323
2022-10-30,12944689.53,2124094.28,9810618.2,830233.0,1670157.92,8848322.21,580158,13.233333333333333,43.483333333333334,9.834586466165414,22.31235203168792,3.6612341465600746,16.9102523795242,2.878798396298939,12.99058369226926,18.87541932087936,700.129566288835,690.5820735626711
2022-11-06,12614194.26,2065391.0099999998,9426475.133333333,822827.0,1629711.5699999998,8599391.290000001,573354,13.166666666666666,41.4,9.831325301204819,22.00070856748187,3.6022963300160105,16.44093375703899,2.842417720989127,13.14632021483718,18.95147592475699,682.2543202654094,682.4830377336032
2022-11-13,12917350.56,2108689.4,9761497.183333334,829864.0,1699340.89,8820701.72,583260,13.183333333333334,42.266666666666666,9.894736842105262,22.146813702294004,3.615350615505949,16.736099138177373,2.91352208277612,12.961266250839174,19.26537076009413,698.6509042348304,694.274491132008
2022-11-20,12942924.47,2085150.7,9845208.566666666,835950.0,1701674.22,8786452.72,588266,13.116666666666667,42.68333333333333,9.638443935926773,22.00182310383398,3.544571163385271,16.735980945128,2.892695175311849,12.707607071280025,19.367021871370177,700.0341008325636,700.233305558862
2022-11-27,10123035.25,1730421.67,7198789.833333333,689250.0,1274436.88,6938717.31,462254,12.216666666666667,39.5,10.71165644171779,21.899291839551417,3.743443366633928,15.573234268028688,2.7570056289399334,14.422604716038036,18.367038503835516,547.516899704978,550.236876562314
2022-12-04,13113141.41,2156970.39,9826452.416666666,832212.0,1707617.45,8960415.780000001,578632,13.383333333333333,42.78333333333333,9.915254237288137,22.66231630811984,3.727706711692406,16.98221394023605,2.951128610239323,13.170391298134565,19.05734613131981,709.2404948600929,688.7656231401023
2022-12-11,13558359.07,2172443.74,10530188.616666667,843841.0,1789461.56,9283843.5,587972,13.916666666666666,46.06666666666667,9.568255022116151,23.059531865462983,3.694808154129789,17.909336867515233,3.043446898831917,12.37837508377521,19.27500781330491,733.3206434397498,699.883347220569
2022-12-18,12922964.46,2060843.43,9957902.333333334,831775.0,1698553.55,8812807.56,575949,13.433333333333334,44.416666666666664,9.642857142857142,22.437688857867624,3.578169994218238,17.28955573033955,2.9491388126379245,12.417334661547024,19.273693864705244,698.9545389696056,685.5719557195572
2022-12-25,13146912.709999999,1646877.88,7256658.083333333,684142.0,1550199.5,9079053.92,459979,11.916666666666666,41.96666666666667,10.333778371161548,28.581549831622745,3.5803327543213928,15.776063871031793,3.3701527678437495,13.616829078242938,17.07446077156903,711.0670574491153,547.5288656112368
2023-01-01,10958576.83,1443137.8,5899935.466666667,563063.0,1267445.69,7678990.12,360731,12.716666666666667,41.86666666666667,10.924137931034483,30.37880534248512,4.0005926854082405,16.35549888051392,3.5135480177750176,14.67613815256194,16.505369458660013,592.7082009459965,429.3905487441971
